The data supplied is licensed under a Creative Commons Attribution 4.0 licence. 
To view a copy of this licence visit:
http://creativecommons.org/licenses/by/4.0

Licence:
This work is licensed under a Creative Commons Attribution 4.0 Licence: 
http://creativecommons.org/licenses/by/4.0/legalcode 

You are free:

               1.to copy distribute display and perform the work
               2.to make derivative works
               3.to make commercial use of the work

Under the following conditions:

               1. You must give the original author credit.
               2. Please attribute "NSW Office of Environment and Heritage" in any publications using this data.


Station Name, Balgownie Road (Live)
Station Number, 214409
Longitude,150.882873
Latitude,-34.388816
Web,"http://www.mhl.nsw.gov.au/Site-214409"
Google Maps,"https://www.google.com.au/maps/place//@-34.388816,150.882873,14z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0"

Datum, AHD

Parameter, Level 1
Date,Time,Value[m],State of value,Occurrence time stamp
02/08/2003,00:00:00,12.650,105 (Poor),02/08/2003 00:00:00
03/08/2003,00:00:00,12.650,105 (Poor),03/08/2003 00:00:00
04/08/2003,00:00:00,12.650,105 (Poor),04/08/2003 00:00:00
05/08/2003,00:00:00,12.650,105 (Poor),05/08/2003 00:00:00
06/08/2003,00:00:00,12.650,105 (Poor),06/08/2003 00:00:00
07/08/2003,00:00:00,12.650,105 (Poor),07/08/2003 00:00:00
08/08/2003,00:00:00,12.650,105 (Poor),08/08/2003 00:00:00
09/08/2003,00:00:00,12.650,105 (Poor),09/08/2003 00:00:00
10/08/2003,00:00:00,12.650,105 (Poor),10/08/2003 00:00:00
11/08/2003,00:00:00,12.650,105 (Poor),11/08/2003 00:00:00
12/08/2003,00:00:00,12.650,105 (Poor),12/08/2003 00:00:00
13/08/2003,00:00:00,12.650,105 (Poor),13/08/2003 00:00:00
14/08/2003,00:00:00,12.650,105 (Poor),14/08/2003 00:00:00
15/08/2003,00:00:00,12.650,105 (Poor),15/08/2003 00:00:00
16/08/2003,00:00:00,12.650,105 (Poor),16/08/2003 00:00:00
17/08/2003,00:00:00,12.650,105 (Poor),17/08/2003 00:00:00
18/08/2003,00:00:00,12.650,105 (Poor),18/08/2003 00:00:00
19/08/2003,00:00:00,12.650,105 (Poor),19/08/2003 00:00:00
20/08/2003,00:00:00,12.650,105 (Poor),20/08/2003 00:00:00
21/08/2003,00:00:00,12.650,105 (Poor),21/08/2003 00:00:00
22/08/2003,00:00:00,12.650,105 (Poor),22/08/2003 00:00:00
23/08/2003,00:00:00,12.880,105 (Poor),23/08/2003 23:55:00
24/08/2003,00:00:00,13.240,105 (Poor),24/08/2003 01:15:00
25/08/2003,00:00:00,12.650,105 (Poor),25/08/2003 00:00:00
26/08/2003,00:00:00,12.650,105 (Poor),26/08/2003 00:00:00
27/08/2003,00:00:00,12.650,105 (Poor),27/08/2003 00:00:00
28/08/2003,00:00:00,12.650,105 (Poor),28/08/2003 00:00:00
29/08/2003,00:00:00,12.650,105 (Poor),29/08/2003 00:00:00
30/08/2003,00:00:00,12.650,105 (Poor),30/08/2003 00:00:00
31/08/2003,00:00:00,12.650,105 (Poor),31/08/2003 00:00:00
01/09/2003,00:00:00,12.650,105 (Poor),01/09/2003 00:00:00
